일자,계(명),서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,검역
누적(명),"370,640","121,843","14,074","17,307","19,796","5,405","7,588","5,447","1,373","110,427","7,270","7,993","10,807","5,269","3,616","9,788","13,220","3,121","6,296"
2020.1.20,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020.1.21,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020.1.22,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020.1.23,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020.1.24,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020.1.25,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020.1.26,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
2020.1.27,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
2020.1.28,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020.1.29,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020.1.30,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020.1.31,4,3,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
2020.2.1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
2020.2.2,3,1,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-
2020.2.3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020.2.4,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
2020.2.5,5,2,-,-,-,1,-,-,-,2,-,-,-,-,-,-,-,-,-
2020.2.6,3,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
2020.2.7,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020.2.8,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020.2.9,3,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-
2020.2.10,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
2020.2.11,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020.2.12,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020.2.13,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020.2.14,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020.2.15,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020.2.16,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020.2.17,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020.2.18,2,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
2020.2.19,34,2,-,27,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-
2020.2.20,16,-,-,12,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-
2020.2.21,74,5,-,44,-,1,-,-,-,1,-,1,1,1,-,17,2,1,-
2020.2.22,190,2,2,67,-,3,1,-,1,2,-,2,-,1,-,106,2,1,-
2020.2.23,210,3,7,136,1,1,1,1,-,8,6,-,-,-,-,39,7,-,-
2020.2.24,207,4,8,152,-,2,1,-,-,12,-,-,-,-,-,19,9,-,-
2020.2.25,130,7,18,54,-,-,-,1,-,5,-,-,-,-,-,44,1,-,-
2020.2.26,253,8,13,184,1,-,-,1,-,3,-,2,1,-,-,36,4,-,-
2020.2.27,449,10,8,340,-,-,5,3,-,12,-,2,5,-,-,53,11,-,-
2020.2.28,427,7,5,296,1,-,4,5,-,11,-,3,9,2,-,74,10,-,-
2020.2.29,909,12,14,742,2,-,1,6,-,10,1,-,32,-,1,75,13,-,-
2020.3.1,595,8,4,512,-,-,-,-,-,8,-,1,12,-,1,48,1,-,-
2020.3.2,686,9,6,517,1,-,1,3,-,8,12,-,17,1,1,108,2,-,-
2020.3.3,600,7,2,520,-,2,-,-,-,2,1,-,4,1,-,59,1,1,-
2020.3.4,516,-,3,398,1,2,1,3,-,9,1,-,1,-,-,95,2,-,-
2020.3.5,438,5,-,326,1,-,1,-,-,7,2,1,4,-,-,81,9,1,-
2020.3.6,518,2,3,367,-,-,2,-,-,10,2,3,4,-,-,122,3,-,-
2020.3.7,483,3,1,390,-,-,-,-,1,10,1,5,2,-,-,65,5,-,-
2020.3.8,367,12,1,297,-,-,-,1,1,11,1,4,6,-,-,32,1,-,-
2020.3.9,248,10,-,190,-,2,-,-,3,12,1,1,4,-,-,25,-,-,-
2020.3.10,131,11,-,92,4,-,-,-,2,10,-,-,2,-,-,10,-,-,-
2020.3.11,242,53,2,131,12,-,-,1,2,11,1,2,8,-,-,18,1,-,-
2020.3.12,114,19,2,72,-,-,2,-,5,3,-,-,2,-,-,8,1,-,-
2020.3.13,110,12,1,61,2,-,2,2,17,8,-,-,1,-,-,4,-,-,-
2020.3.14,107,13,3,62,1,-,-,-,6,15,-,1,-,-,-,6,-,-,-
2020.3.15,76,9,3,41,1,1,-,1,1,11,-,3,-,-,-,4,-,-,1
2020.3.16,74,6,1,35,1,-,-,-,1,20,-,-,-,-,-,7,-,-,3
2020.3.17,84,12,-,32,1,-,-,-,-,31,-,-,-,-,-,5,1,-,2
2020.3.18,93,5,-,46,1,1,-,2,1,15,1,1,3,2,1,9,-,-,5
2020.3.19,152,12,-,97,-,-,-,6,-,18,-,1,-,1,-,12,-,-,5
2020.3.20,87,17,1,34,4,1,-,-,-,14,-,-,1,-,-,13,1,-,1
2020.3.21,147,15,-,69,4,-,-,-,-,12,-,1,-,-,-,40,-,-,6
2020.3.22,98,10,-,43,-,1,2,-,-,16,-,1,1,-,1,11,1,-,11
2020.3.23,64,6,1,24,-,-,-,-,1,14,-,2,-,-,-,2,1,-,13
2020.3.24,76,4,2,31,1,-,-,-,-,15,-,1,-,-,-,1,1,-,20
